Date,PETR4.SA_5%,PETR4.SA_50%,PETR4.SA_95%,ITUB4.SA_5%,ITUB4.SA_50%,ITUB4.SA_95%,PGCO34.SA_5%,PGCO34.SA_50%,PGCO34.SA_95%,AAPL34.SA_5%,AAPL34.SA_50%,AAPL34.SA_95%,AMZO34.SA_5%,AMZO34.SA_50%,AMZO34.SA_95%,^BVSP_5%,^BVSP_50%,^BVSP_95%
0,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
1,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
2,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
3,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
4,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
5,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
6,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
7,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
8,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
9,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
10,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
11,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
12,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
13,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
14,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
15,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
16,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
17,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
18,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
19,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
20,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
21,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
22,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
23,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
24,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
25,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
26,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
27,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
28,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
29,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
30,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
31,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
32,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
33,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
34,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
35,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
36,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
37,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
38,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
39,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
40,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
41,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
42,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
43,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
44,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
45,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
46,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
47,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
48,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
49,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
50,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
51,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
52,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
53,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
54,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
55,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
56,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
57,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
58,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
59,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
60,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
61,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
62,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
63,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
64,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
65,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
66,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
67,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
68,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
69,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
70,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
71,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
72,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
73,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
74,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
75,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
76,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
77,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
78,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
79,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
80,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
81,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
82,37.5041417600926,37.950239309809064,38.49574253852104,34.491578304301406,34.582420132613876,34.690965101759126,70.28369843136605,70.35095649182202,70.38655753567066,65.95517245910466,66.07998493485064,66.1355483471769,58.57968889277701,58.608638137670425,58.6700039476299,127732.76463441894,128401.5904928153,129111.37450436057
